1	 0	 109
1	 0	 114
1	 0	 105
1	 0	 81
1	 0	 83
1	 0	 84
1	 0	 84
1	 0	 82
1	 0	 83
1	 0	 66
1	 0	 67
1	 0	 68
1	 0	 83
1	 0	 86
0	 9	 46
0	 9	 44
0	 9	 49
0	 9	 33
0	 9	 32
0	 9	 34
0	 9	 49
0	 9	 49
0	 9	 51
0	 9	 49
0	 9	 51
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 34
0	 9	 34
0	 9	 48
0	 9	 33
0	 9	 33
0	 9	 49
0	 9	 34
0	 9	 39
0	 9	 29
0	 9	 34
0	 9	 31
0	 9	 49
0	 9	 50
0	 9	 50
0	 9	 51
0	 9	 48
0	 9	 50
0	 9	 51
0	 9	 49
0	 9	 34
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 49
0	 9	 34
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 49
0	 9	 56
0	 9	 46
0	 9	 49
0	 9	 50
0	 9	 49
0	 9	 50
0	 9	 34
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 36
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 34
0	 9	 32
0	 9	 31
0	 9	 49
0	 9	 50
0	 9	 51
0	 9	 49
0	 9	 50
0	 9	 49
0	 9	 51
0	 9	 50
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 32
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 32
0	 9	 49
0	 9	 49
0	 9	 51
0	 9	 49
0	 9	 53
0	 9	 46
0	 9	 50
0	 9	 34
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 35
0	 9	 35
0	 9	 32
0	 9	 34
0	 9	 49
0	 9	 46
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 49
0	 9	 50
0	 9	 34
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 35
0	 9	 32
0	 9	 38
0	 9	 32
0	 9	 33
0	 9	 35
0	 9	 31
0	 9	 36
0	 9	 47
0	 9	 50
0	 9	 51
0	 9	 49
0	 9	 50
0	 9	 50
0	 9	 46
0	 9	 34
0	 9	 49
0	 9	 35
0	 9	 33
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 34
0	 9	 33
0	 9	 48
0	 9	 50
0	 9	 52
0	 9	 48
0	 9	 50
0	 9	 49
0	 9	 51
0	 9	 50
0	 9	 32
0	 9	 36
0	 9	 31
0	 9	 34
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 32
0	 9	 34
0	 9	 66
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 49
0	 9	 34
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 32
0	 9	 32
0	 9	 35
0	 9	 33
0	 9	 33
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 49
0	 9	 50
0	 9	 52
0	 9	 48
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 34
0	 9	 33
0	 9	 35
0	 9	 33
0	 9	 49
0	 9	 33
0	 9	 34
0	 9	 33
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 33
0	 9	 49
0	 9	 51
0	 9	 49
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 35
0	 9	 49
0	 9	 36
0	 9	 49
0	 9	 34
0	 9	 35
0	 9	 32
0	 9	 34
0	 9	 33
0	 9	 54
0	 9	 30
0	 9	 32
0	 9	 46
0	 9	 50
0	 9	 50
0	 9	 50
0	 9	 51
0	 9	 50
0	 9	 49
0	 9	 33
0	 9	 50
0	 9	 34
0	 9	 33
0	 9	 33
0	 9	 34
0	 9	 34
0	 9	 32
0	 9	 34
0	 9	 32
0	 9	 33
3	 9	 75
3	 9	 81
3	 9	 85
3	 9	 77
3	 9	 71
3	 9	 83
3	 9	 91
0	 9	 40
0	 9	 32
3	 10	 75
3	 10	 83
3	 9	 81
3	 9	 81
3	 9	 84
0	 9	 43
0	 9	 49
3	 10	 90
3	 10	 78
3	 9	 67
3	 9	 67
3	 9	 71
3	 9	 68
0	 9	 26
0	 9	 33
0	 9	 50
3	 10	 91
3	 10	 82
3	 10	 89
3	 10	 78
3	 10	 83
3	 10	 83
3	 10	 82
3	 10	 68
3	 10	 66
3	 10	 83
3	 10	 84
3	 10	 84
3	 10	 82
0	 10	 42
3	 10	 75
2	 109	 89
2	 109	 78
2	 109	 83
2	 109	 82
2	 109	 83
2	 109	 83
2	 109	 83
2	 109	 84
2	 109	 89
2	 109	 79
2	 109	 81
2	 109	 83
2	 109	 68
2	 109	 66
2	 109	 84
2	 109	 82
2	 109	 83
2	 109	 89
2	 109	 78
2	 109	 83
2	 109	 83
2	 109	 84
2	 109	 84
2	 109	 65
0	 110	 43
0	 114	 50
0	 114	 54
3	 118	 85
3	 121	 83
1	 121	 84
0	 122	 46
0	 122	 50
2	 122	 71
2	 122	 83
0	 126	 44
0	 129	 32
0	 130	 34
0	 130	 49
0	 134	 50
1	 138	 93
0	 142	 41
0	 145	 53
0	 147	 49
4	 150	 87
0	 152	 43
0	 152	 34
1	 148	 72
1	 146	 83
0	 146	 43
0	 146	 35
0	 146	 31
0	 146	 35
0	 146	 50
0	 146	 49
0	 146	 50
2	 146	 91
2	 146	 82
0	 150	 42
0	 153	 35
0	 154	 33
0	 154	 33
0	 158	 34
0	 159	 33
0	 162	 33
0	 163	 33
0	 163	 33
0	 166	 34
0	 169	 33
0	 170	 34
0	 170	 32
0	 174	 49
0	 177	 50
0	 179	 50
0	 182	 50
0	 185	 49
0	 187	 51
3	 190	 90
3	 193	 84
0	 193	 42
0	 193	 34
0	 193	 34
0	 193	 32
0	 193	 35
0	 193	 31
0	 193	 34
0	 193	 33
4	 193	 74
0	 192	 27
0	 189	 51
0	 188	 51
0	 185	 47
0	 185	 50
0	 180	 49
0	 177	 50
0	 177	 51
3	 172	 89
3	 169	 85
4	 169	 81
4	 169	 85
0	 169	 43
0	 169	 33
0	 169	 33
0	 169	 49
0	 169	 84
0	 169	 50
0	 169	 50
0	 169	 49
0	 169	 51
0	 169	 50
0	 169	 33
0	 169	 34
4	 169	 73
0	 168	 43
2	 168	 73
2	 168	 83
2	 169	 67
4	 169	 83
4	 169	 83
4	 169	 83
0	 164	 44
0	 161	 50
0	 161	 49
0	 157	 34
0	 155	 33
0	 153	 35
0	 153	 31
1	 149	 74
1	 146	 82
4	 146	 67
4	 146	 68
4	 146	 83
4	 146	 84
4	 146	 81
0	 144	 44
0	 141	 50
0	 140	 33
0	 138	 35
0	 136	 32
0	 136	 35
0	 133	 30
0	 131	 34
0	 129	 33
0	 129	 32
1	 125	 74
1	 122	 67
0	 122	 42
0	 122	 50
3	 122	 90
1	 121	 83
0	 122	 43
0	 122	 50
0	 122	 34
4	 122	 74
4	 122	 82
0	 120	 44
0	 120	 32
0	 116	 33
0	 114	 34
0	 112	 33
0	 112	 34
0	 108	 32
0	 105	 50
0	 105	 50
3	 100	 90
3	 97	 83
0	 97	 44
0	 97	 49
0	 97	 48
0	 97	 34
0	 97	 33
0	 97	 33
0	 97	 35
4	 97	 71
0	 96	 44
0	 96	 33
0	 93	 34
0	 91	 33
0	 89	 38
0	 89	 48
0	 85	 49
0	 82	 53
0	 82	 50
3	 77	 88
3	 73	 83
0	 73	 43
0	 73	 52
0	 73	 44
0	 73	 36
0	 73	 31
0	 73	 34
0	 73	 33
4	 73	 84
0	 72	 33
0	 69	 49
0	 68	 50
0	 65	 50
0	 65	 50
0	 60	 50
0	 57	 51
1	 57	 91
1	 51	 81
0	 50	 43
0	 50	 34
0	 50	 33
0	 50	 33
0	 50	 33
0	 50	 34
0	 50	 49
0	 50	 34
0	 50	 33
0	 50	 49
0	 50	 50
0	 50	 50
0	 50	 50
0	 50	 49
0	 50	 51
0	 50	 49
2	 50	 75
2	 50	 82
2	 50	 83
2	 50	 84
2	 50	 84
2	 50	 66
2	 50	 82
2	 50	 84
2	 50	 84
2	 50	 85
2	 50	 81
2	 50	 82
2	 50	 84
2	 50	 83
3	 49	 67
0	 49	 26
0	 49	 50
0	 49	 50
0	 49	 50
0	 49	 50
0	 49	 49
0	 49	 51
0	 49	 49
0	 49	 34
0	 49	 34
4	 49	 73
4	 49	 83
4	 50	 82
2	 49	 68
0	 49	 26
0	 49	 33
4	 49	 91
4	 49	 87
4	 49	 79
4	 50	 82
0	 50	 45
2	 49	 88
0	 49	 44
4	 49	 74
4	 49	 82
4	 49	 68
4	 49	 66
4	 50	 83
0	 50	 43
0	 50	 50
0	 50	 51
0	 50	 49
0	 50	 49
0	 50	 49
0	 50	 34
0	 50	 33
0	 50	 33
0	 50	 35
0	 50	 32
0	 50	 34
0	 50	 34
0	 50	 33
0	 50	 32
0	 50	 33
0	 50	 35
0	 50	 32
0	 50	 50
0	 50	 49
0	 50	 51
0	 50	 49
0	 50	 50
0	 50	 51
0	 50	 49
4	 109	 74
4	 109	 84
4	 109	 83
4	 109	 82
4	 109	 68
4	 109	 66
4	 109	 83
4	 109	 83
4	 109	 83
4	 109	 84
4	 109	 82
4	 109	 84
4	 109	 84
4	 109	 85
4	 109	 86
4	 109	 78
4	 109	 83
4	 109	 83
4	 109	 83
4	 109	 83
4	 109	 83
4	 109	 84
4	 109	 83
4	 109	 83
0	 108	 27
0	 106	 33
0	 106	 49
0	 101	 50
0	 98	 51
0	 98	 50
0	 92	 66
0	 88	 49
0	 85	 50
1	 82	 91
1	 77	 82
1	 74	 84
0	 74	 42
0	 74	 35
0	 74	 33
0	 74	 33
0	 74	 33
0	 74	 49
0	 74	 51
4	 74	 90
0	 72	 43
0	 69	 49
0	 67	 50
0	 64	 49
0	 64	 34
0	 61	 35
0	 59	 32
0	 57	 33
0	 57	 33
0	 53	 34
0	 52	 33
0	 50	 33
0	 48	 34
0	 48	 32
0	 45	 34
0	 43	 48
0	 40	 51
0	 37	 49
0	 35	 51
0	 32	 49
3	 29	 93
3	 25	 83
0	 25	 41
0	 25	 34
0	 25	 32
1	 25	 90
1	 26	 84
0	 26	 42
0	 26	 34
0	 26	 33
0	 26	 33
0	 26	 52
0	 26	 50
0	 26	 48
0	 26	 49
0	 26	 50
0	 26	 50
0	 26	 50
0	 26	 33
0	 26	 34
0	 26	 33
0	 26	 33
0	 26	 34
0	 26	 33
0	 26	 38
0	 26	 28
0	 26	 33
0	 26	 34
0	 26	 48
0	 26	 35
0	 26	 48
0	 26	 52
0	 26	 49
0	 26	 50
0	 26	 50
0	 26	 49
0	 26	 51
0	 26	 49
0	 26	 34
0	 26	 32
0	 26	 33
0	 26	 33
0	 26	 32
0	 26	 34
0	 26	 33
0	 26	 33
0	 26	 33
0	 26	 34
0	 26	 33
0	 26	 35
0	 26	 48
0	 26	 50
0	 26	 50
0	 26	 49
0	 26	 50
0	 26	 50
0	 26	 50
0	 26	 36
0	 26	 47
0	 26	 34
0	 26	 33
0	 26	 33
0	 26	 33
0	 26	 33
0	 26	 34
0	 26	 33
0	 26	 33
0	 26	 34
0	 26	 32
0	 26	 34
0	 26	 33
0	 26	 50
0	 26	 49
0	 26	 51
0	 26	 60
0	 26	 39
0	 26	 50
0	 26	 49
0	 26	 34
0	 26	 33
0	 26	 34
0	 26	 32
0	 26	 34
0	 26	 35
0	 26	 33
0	 26	 32
0	 26	 33
0	 26	 34
0	 26	 32
0	 26	 33
0	 26	 33
0	 26	 49
0	 26	 50
0	 26	 49
0	 26	 50
0	 26	 49
0	 25	 50
0	 25	 50
0	 25	 52
0	 25	 48
0	 25	 35
0	 25	 33
0	 25	 33
0	 25	 33
0	 25	 33
0	 25	 33
0	 25	 34
0	 25	 32
0
